,sex,rating,product,review,review_date,reviewer_id,clean_text,review_month,review_length
1924,f,1,art,cok cana yakın kisiler. Cekimler muazzam.,2017-12-26,110089,cana yakn kisiler cekimler muazzam,Dec,8
1927,m,1,passport,"Vesikalık fotoğraf için makul fiyat, makul kalite.",2017-06-23,122722,vesikalk makul fiyat makul kalite,Jun,9
1928,f,1,service,semtin en iyi fotoğrafçısı bence 😊,2017-03-25,96206,semtin iyi fotografcs bence,Mar,6
1934,m,1,service,Yillarin vermiş olduğu birikim,2017-03-22,51750,yillarin vermis oldugu birikim,Mar,4
1936,f,1,service,Güzel ve uygun,2017-04-16,103910,guzel uygun,Apr,3
1943,f,1,service,fotoğraf çekiminde on numara,2017-08-25,70981,cekiminde on numara,Aug,4
1948,f,1,engagement,Nişan günümüzü ölümsüzleştirdiğinden dolayı Hande Hanım'a çok teşekkür ederiz.,2017-09-29,79277,nisan gunumuzu olumsuzlestirdiginden dolay hande hanm a tesekkur ederiz,Sep,12
1963,m,1,engagement,Önce nişan çekimini yaptırdım ve çok memnun kaldım daha sonra işim gereği ürün fotoğrafı çektirmem gerekti arkadaşları aradım ve yine çok memnun kaldım işlerinde çok başalılılar,2017-05-28,105916,once nisan cekimini yaptrdm memnun kaldm sonra isim geregi urun cektirmem gerekti arkadaslar aradm yine memnun kaldm islerinde basalllar,May,26
1965,f,0,price,hiç indirim yapmıyorlar,2017-01-25,105633,hic indirim yapmyorlar,Jan,3
1971,m,0,service,"Fazla abartılan bir fotoğrafçı, çekilen fotoğraflarımı genel olarak istediğim gibi olmadı.",2017-07-02,97269,fazla abartlan fotografc cekilen fotograflarm genel olarak istedigim olmad,Jul,13
1980,m,0,service,"Buranın işletmecisinin burada çalışanları neden işte tuttuğunu merak ediyorum. Müşterinin yüzüne bakmayan, suratsız, ağır hareket eden, işini özensiz yapan çalışanların bir arada bulunduğu bir fotoğraf stüdyosu. Bir daha kesinlikle gitmem, eski kalitesini çok bozmuş",2017-10-08,24310,burann isletmecisinin burada calsanlar iste tuttugunu merak ediyorum musterinin yuzune bakmayan suratsz agr hareket eden isini ozensiz yapan calsanlarn arada bulundugu studyosu kesinlikle gitmem eski kalitesini bozmus,Oct,40
1985,m,1,service,"Çok profesyonel çekimler, çok güzel anılar ve unutulmaz hatıralar için mutlaka ziyaret edin.....",2017-08-26,31968,profesyonel cekimler guzel anlar unutulmaz hatralar mutlaka ziyaret edin,Aug,16
1988,f,1,service,Fotoğraf ve kalite denince hemen akla gelen güzide yerlerden biri. Çalışanlar cana yakın ve yardımsever. Şiddetle tavsiye edilir,2017-04-03,25349,kalite denince hemen akla gelen guzide yerlerden calsanlar cana yakn yardmsever siddetle tavsiye edilir,Apr,20
1993,m,1,service,Ulaşımı kolay ve bölgede populer fotoğraci,2017-11-16,102651,ulasm kolay bolgede populer fotograci,Nov,6
2003,f,1,service,Ilgili alakalı temiz bir esnaf güvenle alışveriş yapılabilir..,2017-07-10,121477,ilgili alakal temiz esnaf guvenle alsveris yaplabilir,Jul,8
2043,m,1,service,Biraz pahalıdır ama çalışanlar işinde uzmandır.,2017-08-03,25453,biraz pahaldr calsanlar isinde uzmandr,Aug,7
2047,m,1,service,"Çok iyi bir yer, mükemmel tavsiye ederim, selamlar.",2017-03-18,87792,iyi yer mukemmel tavsiye selamlar,Mar,11
2051,f,1,service,35mm negatifleri veriyoruz memnunuz.,2017-12-11,115948,mm negatifleri veriyoruz memnunuz,Dec,5
2068,m,1,service,Çok harika nostaljik biryer,2017-10-12,91529,harika nostaljik biryer,Oct,4
2079,f,0,price,Rütuşsuz 6 vesikalık resme 25₺ isteyen profesyonel fotoğraf stüdyosudur kendileri. ,2017-08-03,47186,rutussuz vesikalk resme isteyen profesyonel studyosudur kendileri,Aug,11
2083,m,1,service,Kibar ve çok ilgili bir esnaf .,2017-06-26,22946,kibar ilgili esnaf,Jun,7
2085,f,0,engagement,"Dış çekim beklediğimizden uzun sürdü trafik de vardı, kuaföre geç kaldık",2017-03-08,80605,d cekim bekledigimizden uzun surdu trafik vard kuafore gec kaldk,Mar,12
2097,m,1,self-taken,Amatör fotoğraflarımı tab ettirdim. Kısa zamanda basıp verdiler tavsiye ederim,2017-01-31,99425,amator fotograflarm tab ettirdim ksa zamanda basp verdiler tavsiye,Jan,11
2121,f,1,engagement,"Sonuç; Elimize albümümüzü her aldığımızda o günün heyecanını ve güzelliğini tekrar tekrar yaşıyoruz. Fotoğraflar birbirinden harika, zaten iki arkadaşım da benden sonra sizinle çalıştı. Komisyon mu istesem acaba:)",2017-10-04,57219,sonuc elimize albumumuzu aldgmzda gunun heyecann guzelligini tekrar tekrar yasyoruz birbirinden harika zaten iki arkadasm benden sonra sizinle calst komisyon istesem,Oct,34
2130,f,0,service,Hizmet verilen fiyata göre daha düşük,2017-07-19,58474,verilen fiyata gore dusuk,Jul,6
2142,m,1,service,Güzel fotoğrafınız olsun istiyorsanız,2017-10-30,95014,guzel fotografnz olsun istiyorsanz,Oct,4
2144,m,1,wedding,Güler yüzlü ilgili bir fotoğrafçı. Teşekkür ederiz.,2017-04-16,81883,guler yuzlu ilgili fotografc tesekkur ederiz,Apr,9
2147,f,0,wedding,"Düğünümüz İçin Geldik Ve Dış Çekim Panoramik Albüm İçin Anlaştık. Düğün Günü Çekimler Yapıldı. Düğünden Sonra Gidip Fotoğrafları Seçtiğimizde Pek Beğenmedik. Ama Sonuçta Eşinizle Siz Varsınız Ne Kadar Kötü Olabilir Diye Satıcının Dediği Sayıda Fotoğraf Seçtik. Albüm Şablonu Hazırlandığında Basılmadan Önce Bize Gösterilip Onay Alınacağı Söylendi, Ayrıca Fotoğraflar Mail İle Bize Bildirilecekti. Hiçbiri Yapılmadı. Bizi Arayıp ""albümünüz Hazır Gelip Alabilirsiniz"" Dediler. Şaşırmıştık Gidip Albümü Aldığımızda İse Şok Olduk.! Bizim Seçtiğimizi Fotoğrafların Bazılarını Çıkarmış, Seçmediğimiz Bazı Fotoğrafları Eklemişti Albüme. Bunu Sorduğumuzda İlk Önce ""siz Seçtiniz"" Dedi, Daha Sonra ""biz Herkese Tek Tek Albümü Mü Göstereceğiz"" Dedi. Git Gide Terbiyesizleşil di. Gerçekten Şoktaydık. Siz Ne Seçtiyseniz Onu Bastık Diyip Dükkandan Çıkıp Gitti. Yerine Kalan Eleman Biraz Arayı Yumuşatmaya Çalışsa Da Mağduriyetimiz Giderilmedi. Zaten Giderilemez Ve O Çekimlerle Bir Panoramik Albüm Yapılamaz, Daha Sonra Bir Çok Fotoğrafçıya Gittik Sorduk. Oysa Necat Fotoğrafçılığa İlk Gittiğimizde Bize Örnek Diye Gösterilen Panoramik Albümler Çok Güzeldi. Bunu Yeni Evlenecekler Mağdur Olmasın Diye Paylaşmak İstedik. Hep Paranıza Yazık Ama En Önemlisi O Günü Bir Daha Geri Getiremiyorsunuz...",2017-01-15,72545,dugunumuz geldik d cekim panoramik album anlastk dugun gunu cekimler yapld dugunden sonra gidip sectigimizde pek begenmedik sonucta esinizle varsnz kadar kotu olabilir satcnn dedigi sayda sectik album sablonu hazrlandgnda baslmadan once bize gosterilip onay alnacag soylendi ayrca mail bize bildirilecekti hicbiri yaplmad bizi arayp `` albumunuz hazr gelip alabilirsiniz dediler sasrmstk gidip albumu aldgmzda sok olduk bizim sectigimizi fotograflarn bazlarn ckarms secmedigimiz baz eklemisti albume bunu sordugumuzda ilk once `` sectiniz dedi sonra `` herkese tek tek albumu gosterecegiz dedi git gide terbiyesizlesil di gercekten soktaydk sectiyseniz onu bastk diyip dukkandan ckp gitti yerine kalan eleman biraz aray yumusatmaya calssa magduriyetimiz giderilmedi zaten giderilemez cekimlerle panoramik album yaplamaz sonra fotografcya gittik sorduk oysa necat fotografclga ilk gittigimizde bize ornek gosterilen panoramik albumler guzeldi bunu yeni evlenecekler magdur olmasn paylasmak istedik paranza yazk onemlisi gunu geri getiremiyorsunuz,Jan,197
2149,m,1,service,Gayet iyi ve seriler.,2017-05-03,114919,gayet iyi seriler,May,5
2154,m,1,service,Kaliteli hizmet anlayışı ile işiniz yapılır.,2017-12-17,51034,kaliteli anlays isiniz yaplr,Dec,7
2169,m,1,service,Bu güne kadar gittiğim en iyi foto fotoğrafçı kaliteli ve düzgün bir yer,2017-08-30,48418,gune kadar gittigim iyi foto fotografc kaliteli duzgun yer,Aug,13
2174,m,1,service,Kaliteli fotoğrafin tek adresi ,2017-08-24,53924,kaliteli fotografin tek adresi,Aug,4
2186,m,1,service,Eski şipşak makine dediğimiz polaroid makinalarının filmlerini bulabileceğiniz bir yer.,2017-06-14,90714,eski sipsak makine dedigimiz polaroid makinalarnn filmlerini bulabileceginiz yer,Jun,11
2200,m,1,service,Işini seven benimseyen bir firma,2017-08-15,110764,isini seven benimseyen firma,Aug,5
2202,m,1,outdoors,Fotoğraf çekimleri harika 👍,2017-11-17,53005,cekimleri harika,Nov,4
2210,f,0,service,Iyinin bir tık alti Normal,2017-10-23,68044,iyinin tk alti normal,Oct,5
2215,m,1,service,anlaştık ve fotoğraf çekimini gerçekleştirdik. bu işi gerçekten severek yapan sıcak kanlı ve misafirperver insanlar. İnsan işini severek yapınca da ortaya mükemmel çalışmalar çıkıyor. Kendilerine buradan tekrar teşekkür ederiz. Sizinle çalışmak çok keyifliydi. Çok da memnun kaldık. Herkese tavsiye ederim.,2017-10-29,56589,anlastk cekimini gerceklestirdik isi gercekten severek yapan scak kanl misafirperver insanlar insan isini severek yapnca ortaya mukemmel calsmalar ckyor kendilerine buradan tekrar tesekkur ederiz sizinle calsmak keyifliydi memnun kaldk herkese tavsiye,Oct,47
2220,m,1,service,Ulaşımı kolay konumu ve ütopik olmayan fiyatlarıyla gerek düğün fotoğrafları gibi özel günleri hatırlamak maksadıyla gerekse vesikalık gibi günlük ihtiyacınızı karşılamak amacıyla rahatlıkla tercih edebileceğiniz bir yer.,2017-08-27,115974,ulasm kolay konumu utopik olmayan fiyatlaryla gerek dugun ozel gunleri hatrlamak maksadyla gerekse vesikalk gunluk ihtiyacnz karslamak amacyla rahatlkla tercih edebileceginiz yer,Aug,28
2228,f,1,service,Profosyonel ve son derece mütevazi calisanlariyla herkese tavsiye edeceğim bir stüdyo,2017-08-22,55014,profosyonel son derece mutevazi calisanlariyla herkese tavsiye edecegim studyo,Aug,11
2237,f,1,service,Kaliteli ve nezih bir ortam,2017-05-23,23786,kaliteli nezih ortam,May,5
2247,f,1,service,Kaliteli ve Uzman Kadrosu ile hizmet veriyor.,2017-09-23,48419,kaliteli uzman kadrosu veriyor,Sep,8
2257,m,1,service,Nesiller değişti yıllar geçti ama kalite hala çok iyi,2017-08-18,80111,nesiller degisti yllar gecti kalite hala iyi,Aug,9
2260,f,0,price,pahali,2017-12-18,50431,pahali,Dec,1
2286,f,1,service,"Kaliteli ve güzel resim, ancak biraz pahalı",2017-06-06,118869,kaliteli guzel resim ancak biraz pahal,Jun,8
2313,f,0,service,Profesyonel çekim fotoğrafı cıktı aldığımda sarı tonlarda verdi. Neden diye sorduğumda amatör çekim dedi.,2017-06-20,117830,profesyonel cekim ckt aldgmda sar tonlarda verdi sordugumda amator cekim dedi,Jun,16
2336,f,0,price,Burada çektirilen fotoğrafların çoğaltılması için 4 adet 13x18cm fotoğrafa 60 TL para alıyorlar. Aynı hizmeti aynı lokasyondaki başka bir yer tam yarı fiyatına yapmaktadır. İnsanları müşteri memnuniyetini önemsemeyen bu firmadan asla hizmet alınmamasını öneriyorum. Konuyla ilgili şikayetimi bildirdiğimde ise fiyat politikalarının bu şekilde olduğunu belirterek gayet pişkin şekilde cevap alıyorsunuz.,2017-01-14,60340,burada cektirilen fotograflarn cogaltlmas adet xcm fotografa tl para alyorlar ayn hizmeti ayn lokasyondaki baska yer tam yar fiyatna yapmaktadr insanlar musteri memnuniyetini onemsemeyen firmadan asla alnmamasn oneriyorum konuyla ilgili sikayetimi bildirdigimde fiyat politikalarnn sekilde oldugunu belirterek gayet piskin sekilde cevap alyorsunuz,Jan,54
2338,f,0,service,inanılmaz ilgisiz ve kötü bir hizmet ile karşılaştım. Biyometrik fotoğrafım berbat ötesi. Çünkü fotoğrafı inanılmaz özensiz çekti saçlarım alnımda falan düzeltmeme bile fırsat vermedi profesyonel fotoğrafçısınız sizin uyarmanız düzelttirmeniz lazım şak şak çekip göstermedi bile ben şok oldum. O kadar şaşırdım ki nasıl fotoğraf aldım bilmiyorum. Dijital halini mail atacaklardı eve geldim mail atmışlar ama başka bir kişiyi hem de erkek yani kız olup karıştırmışlar diyebilirdim ama yok yani o kadar özensizler ki. İnanılmaz pişmanım. Verdiğim paraya ve gördüğüm özensizliğe sinirlerim çok bozuldu.,2017-10-10,70463,inanlmaz ilgisiz kotu karslastm biyometrik fotografm berbat otesi cunku inanlmaz ozensiz cekti saclarm alnmda falan duzeltmeme bile frsat vermedi profesyonel fotografcsnz sizin uyarmanz duzelttirmeniz lazm sak sak cekip gostermedi bile ben sok oldum kadar sasrdm nasl aldm bilmiyorum dijital halini mail atacaklard eve geldim mail atmslar baska kisiyi erkek kz olup karstrmslar diyebilirdim yok kadar ozensizler inanlmaz pismanm verdigim paraya gordugum ozensizlige sinirlerim bozuldu,Oct,90
2360,m,1,studio,İşini bilen birilerini ariyorsaniz tam yerindesiniz demektir. Piyasaya gore fiuat kinusunda bir tik pahali gözüksede cekimlerin sonun da elde edilen ürünlere baktiginizda bu bur tik lik farki görmezden gelebiliyorsunuz. Dis cekimlerini bilmem ama kendi studyolarindaki cekimleri harika ben cocugumun cekimlerindr tanistim ve memnum kaldim,2017-11-06,43251,isini bilen birilerini ariyorsaniz tam yerindesiniz demektir piyasaya gore fiuat kinusunda tik pahali gozuksede cekimlerin sonun elde edilen urunlere baktiginizda bur tik lik farki gormezden gelebiliyorsunuz dis cekimlerini bilmem kendi studyolarindaki cekimleri harika ben cocugumun cekimlerindr tanistim memnum kaldim,Nov,46
2364,m,1,service,Bu kadar kaliteli beklemiyorduk. Teşekkür ederim. Emeğinize sağlık. :),2017-07-23,22638,kadar kaliteli beklemiyorduk tesekkur emeginize saglk,Jul,13
2373,f,1,service,Fotografcilikta efsanedir. Yillarin tecrubesi...,2017-06-26,85727,fotografcilikta efsanedir yillarin tecrubesi,Jun,6
2375,f,1,service,"Profesyonel bir ekibiniz var çok ilgilendiler, yetkilileri kutlarım. Çekimlere bayıldım çok teşekkür ederim.",2017-05-29,89460,profesyonel ekibiniz var ilgilendiler yetkilileri kutlarm cekimlere bayldm tesekkur,May,16
2376,m,0,service,Bastan savma is yapiyolar cok yazik verilen paralara harcanan zamana. Talep cok oldugu icin musteri memnuniyeti umurlarinda degil verdikleri cevapta cok yogunuz.,2017-10-16,88793,bastan savma is yapiyolar yazik verilen paralara harcanan zamana talep oldugu musteri memnuniyeti umurlarinda degil verdikleri cevapta yogunuz,Oct,24
2378,f,0,service,Hiç proflukla alakaları yok.Resimler berbat.,2017-06-20,76879,hic proflukla alakalar yok resimler berbat,Jun,6
2381,f,1,service,"Köklü esnaflardan, yıllardır tanırım, çok dürüsttür.",2017-02-02,90617,koklu esnaflardan yllardr tanrm durusttur,Feb,9
2401,f,1,service,"İlk kez çektirdiğim vesikalıktan memnun kaldım, ilgi alaka ve samimiyet için teşekkürler...",2017-04-11,51929,ilk cektirdigim vesikalktan memnun kaldm ilgi alaka samimiyet tesekkurler,Apr,14
2402,f,0,service,Buradan hizmet almak isteyenlerin bir kez daha düşünmelerini ve asla kapısından içeri girmemlerini tavsiye ederim.,2017-01-15,106794,buradan almak isteyenlerin dusunmelerini asla kapsndan iceri girmemlerini tavsiye,Jan,16
2403,f,0,service,Okıl yıllığı için çekşm yapıldı arada 50 poz daha çekip her pozu 30 tl den ayrıca sattılar almasan çocuk üzülecek alsan bütçe sarsılıyor en almam diyen 300 tl vermek zorunda kaldı ayrıca pozlar çok da amatörce verdirilmiş tekrar pozlardı lüzumsuz masrafa tüketim ekonomisinin kurbanı olduk,2017-05-24,46797,okl yllg ceksm yapld arada poz cekip pozu tl den ayrca sattlar almasan cocuk uzulecek alsan butce sarslyor almam diyen tl vermek zorunda kald ayrca pozlar amatorce verdirilmis tekrar pozlard luzumsuz masrafa tuketim ekonomisinin kurban olduk,May,45
2419,f,1,service,teşekkür ederiz herşey icin,2017-07-24,61814,tesekkur ederiz hersey,Jul,4
2427,m,1,wedding,"Eğer profesyonel, farklı, sıradanlıktan uzak, güler yüzlü,kaliteli hizmet veren bir fotoğrafçı arıyorsanız bu konuda seçeceğiniz tek adres. Gerek ilgi ve alakası ile gerekse güler yüzü ile sizi o gün ki stresten tamamiyle kurtarıyor diyebilirim. Albüm baskı kalitesi, hizmet öncesi ve sonrası ilgisiyle aldığınız hizmetten memnun kalmama ihtimaliniz neredeyse yok ! çekimler sırasında en ufak detayı bile hiç aklınıza gelmeyecek şekilde kullanıp tamamen farklı fotoğraflar çıkarıyor ortaya. En özel gününüz en güzel şekilde fotoğraflansın istiyorsanız doğru yer",2017-09-30,73748,eger profesyonel farkl sradanlktan uzak guler yuzlu kaliteli veren fotografc aryorsanz konuda sececeginiz tek adres gerek ilgi alakas gerekse guler yuzu sizi gun stresten tamamiyle kurtaryor diyebilirim album bask kalitesi oncesi sonras ilgisiyle aldgnz hizmetten memnun kalmama ihtimaliniz neredeyse yok cekimler srasnda ufak detay bile hic aklnza gelmeyecek sekilde kullanp tamamen farkl ckaryor ortaya ozel gununuz guzel sekilde fotograflansn istiyorsanz dogru yer,Sep,85
2435,f,1,service,Kaliteli fotoğraflar çekiyor lakin biraz pahalı,2017-11-02,59201,kaliteli cekiyor lakin biraz pahal,Nov,6
2455,f,1,wedding,Mükemmel ilgi ve alaka anılarınızı ölümsüzleştiren iç mekan ve dış mekan çekimleri mevcut vesikalık ve biometrik resimlerinizi anında teslim edebilme kapasitesi mevcut son teknoloji cihazlar kullanıyorlar cok memnun kaldım...,2017-04-16,73156,mukemmel ilgi alaka anlarnz olumsuzlestiren ic mekan d mekan cekimleri mevcut vesikalk biometrik resimlerinizi annda teslim edebilme kapasitesi mevcut son teknoloji cihazlar kullanyorlar memnun kaldm,Apr,30
2481,f,0,service,vasat,2017-04-19,92714,vasat,Apr,1
2486,f,1,service,Hızlılar :),2017-04-23,61621,hzllar,Apr,3
2490,m,1,service,"Fotoğraf bastırmak istiyorsanız çok kaliteli iş yapıyorlar, kesinlikle tavsiye ederim yani. Ben çok memnun kaldım, ekonomik de aynı zamanda.",2017-06-12,54414,bastrmak istiyorsanz kaliteli is yapyorlar kesinlikle tavsiye ben memnun kaldm ekonomik ayn zamanda,Jun,23
2503,m,1,service,"Gayet sorunsuz bir fotoğraf çekimi oldu , fiyatlar makuldü",2017-12-19,121478,gayet sorunsuz cekimi oldu fiyatlar makuldu,Dec,9
2513,f,1,service,Baskı konusunda gayet hızlılar baskı kalitesi de hoşuma gitti dükkan biraz küçük sadece,2017-12-11,57761,bask konusunda gayet hzllar bask kalitesi hosuma gitti dukkan biraz kucuk sadece,Dec,13
2517,f,1,art,"Sanatçılık başka bir şey abi, teşekkürler",2017-01-19,97692,sanatclk baska sey abi tesekkurler,Jan,7
2519,m,1,service,"Çoğaltacağımız fotoğrafları birlikte seçtik, çok ilgililer, on numara hizmet",2017-02-08,111368,cogaltacagmz birlikte sectik ilgililer on numara,Feb,11
2551,m,0,service,Daha iyi olabilir,2017-01-08,96425,iyi olabilir,Jan,3
2555,m,0,service,Bir lise mezuniyet yıllığı için her öğrenci başına düşen sayfa sayısı oldukça az sundukları fiyat ise oldukça pahalı,2017-09-22,51596,lise mezuniyet yllg ogrenci basna dusen sayfa say oldukca sunduklar fiyat oldukca pahal,Sep,18
2556,m,1,service,"Oldukça hızlı ve makul ücretlerle iş yapıyorlar, kesinlikle tavsiye ederim.",2017-12-10,32331,oldukca hzl makul ucretlerle is yapyorlar kesinlikle tavsiye,Dec,12
