,sex,rating,product,review,review_date,reviewer_id,clean_text
1776,m,5.0,facility,"Çok sessiz, temiz ve tertipli bir işletme, bozmayın",2017-02-07,30475,cok sessiz temiz tertipli bir isletme bozmayn
1777,m,5.0,service,Ucuza yakın iyi iş çıkartıyor,2017-06-22,111716,ucuza yakn iyi is ckartyor
1784,f,1.0,service,Çok kalabalık oluyor haftasonu. Bir fotoğraf çektirmek için tam yarım saat bekledim.,2017-01-26,74898,cok kalabalk oluyor haftasonu bir fotograf cektirmek icin tam yarm saat bekledim
1785,m,5.0,service,Hizmetli bir Kalite alacağınızdan hiç şüpheniz olmasın.,2017-09-25,102373,hizmetli bir kalite alacagnzdan hic supheniz olmasn
1797,f,5.0,service,"Hızlı, kaliteli ve uygun bütçeli harika bir yer",2017-09-22,61584,hzl kaliteli uygun butceli harika bir yer
1800,f,5.0,service,Sanatçı abimiz,2017-03-19,113281,sanatc abimiz
1801,f,5.0,engagement,Albümleri çok güzel,2017-03-10,71276,albumleri cok guzel
1811,m,5.0,service,çok kaliteli çekimleri gerçekten çok mutlu kareler çekiyor ilgisinden ve fotoğrafların güzelliğinden dolayı teşekkür ederiz.,2017-04-07,92748,cok kaliteli cekimleri gercekten cok mutlu kareler cekiyor ilgisinden fotograflarn guzelliginden dolay tesekkur ederiz
1812,f,1.0,studio,ilgisiz bir fotoğrafı düz çekemediler,2017-11-01,55831,ilgisiz bir fotograf duz cekemediler
1815,m,5.0,service,Mezuniyet fotoğrafları buradan sorulur :),2017-06-08,63032,mezuniyet fotograflar buradan sorulur
1816,m,5.0,art,Gerçekten çok kaliteli bir yer işinin ehli.. tavsiye ederim,2017-02-07,27332,gercekten cok kaliteli bir yer isinin ehli tavsiye ederim
1820,m,3.0,price,"personel ilgili, stüdyo ortamı çok canlı fakat fiyatlar biraz yüksek.",2017-08-02,52334,personel ilgili studyo ortam cok canl fakat fiyatlar biraz yuksek
1826,f,5.0,service,Geçerken de bakıyorum vitrin ışıl ışıl kendini gösteriyor,2017-03-11,75576,gecerken bakyorum vitrin sl sl kendini gosteriyor
1846,m,5.0,service,Iyi bi yer,2017-05-18,112486,iyi bi yer
1850,m,5.0,service,Uygun fiyat ve kalite,2017-12-16,26209,uygun fiyat kalite
1857,m,5.0,service,Hizmet süper,2017-01-30,61939,hizmet super
1860,f,5.0,service,Fotograf çekmek vizyon işidir.Emeğinize sağlık🙏,2017-04-18,58402,fotograf cekmek vizyon isidir emeginize saglk
1863,m,5.0,service,Turkiyenin en iyisi,2017-05-27,41874,turkiyenin iyisi
1870,f,3.0,service,biraz ilgisiz davraniyorlar ama vesikalik icin tercih edilebilir,2017-06-06,47379,biraz ilgisiz davraniyorlar vesikalik icin tercih edilebilir
1873,f,5.0,service,Son derece profesyonel,2017-06-10,101854,son derece profesyonel
1896,m,5.0,service,kalıcı ve kaliteli..,2017-10-12,91529,kalc kaliteli
1921,m,5.0,service,Ilginize tesekkurler,2017-12-05,109210,ilginize tesekkurler
1924,f,5.0,art,cok cana yakın kisiler. Cekimler muazzam.,2017-12-26,110089,cok cana yakn kisiler cekimler muazzam
1927,m,5.0,passport,"Vesikalık fotoğraf için makul fiyat, makul kalite.",2017-06-23,122722,vesikalk fotograf icin makul fiyat makul kalite
1928,f,5.0,service,semtin en iyi fotoğrafçısı bence 😊,2017-03-25,96206,semtin iyi fotografcs bence
1934,m,5.0,service,Yillarin vermiş olduğu birikim,2017-03-22,51750,yillarin vermis oldugu birikim
1936,f,5.0,service,Güzel ve uygun,2017-04-16,103910,guzel uygun
1943,f,5.0,service,fotoğraf çekiminde on numara,2017-08-25,70981,fotograf cekiminde on numara
1948,f,5.0,engagement,Nişan günümüzü ölümsüzleştirdiğinden dolayı Hande Hanım'a çok teşekkür ederiz.,2017-09-29,79277,nisan gunumuzu olumsuzlestirdiginden dolay hande hanm a cok tesekkur ederiz
1963,m,5.0,engagement,Önce nişan çekimini yaptırdım ve çok memnun kaldım daha sonra işim gereği ürün fotoğrafı çektirmem gerekti arkadaşları aradım ve yine çok memnun kaldım işlerinde çok başalılılar,2017-05-28,105916,once nisan cekimini yaptrdm cok memnun kaldm sonra isim geregi urun fotograf cektirmem gerekti arkadaslar aradm yine cok memnun kaldm islerinde cok basalllar
1965,f,2.0,price,hiç indirim yapmıyorlar,2017-01-25,105633,hic indirim yapmyorlar
1971,m,2.0,service,"Fazla abartılan bir fotoğrafçı, çekilen fotoğraflarımı genel olarak istediğim gibi olmadı.",2017-07-02,97269,fazla abartlan bir fotografc cekilen fotograflarm genel olarak istedigim olmad
1980,m,1.0,service,"Buranın işletmecisinin burada çalışanları neden işte tuttuğunu merak ediyorum. Müşterinin yüzüne bakmayan, suratsız, ağır hareket eden, işini özensiz yapan çalışanların bir arada bulunduğu bir fotoğraf stüdyosu. Bir daha kesinlikle gitmem, eski kalitesini çok bozmuş",2017-10-08,24310,burann isletmecisinin burada calsanlar iste tuttugunu merak ediyorum musterinin yuzune bakmayan suratsz agr hareket eden isini ozensiz yapan calsanlarn bir arada bulundugu bir fotograf studyosu bir kesinlikle gitmem eski kalitesini cok bozmus
1985,m,5.0,service,"Çok profesyonel çekimler, çok güzel anılar ve unutulmaz hatıralar için mutlaka ziyaret edin.....",2017-08-26,31968,cok profesyonel cekimler cok guzel anlar unutulmaz hatralar icin mutlaka ziyaret edin
1988,f,5.0,service,Fotoğraf ve kalite denince hemen akla gelen güzide yerlerden biri. Çalışanlar cana yakın ve yardımsever. Şiddetle tavsiye edilir,2017-04-03,25349,fotograf kalite denince hemen akla gelen guzide yerlerden calsanlar cana yakn yardmsever siddetle tavsiye edilir
1993,m,5.0,service,Ulaşımı kolay ve bölgede populer fotoğraci,2017-11-16,102651,ulasm kolay bolgede populer fotograci
2003,f,5.0,service,Ilgili alakalı temiz bir esnaf güvenle alışveriş yapılabilir..,2017-07-10,121477,ilgili alakal temiz bir esnaf guvenle alsveris yaplabilir
2043,m,4.0,service,Biraz pahalıdır ama çalışanlar işinde uzmandır.,2017-08-03,25453,biraz pahaldr calsanlar isinde uzmandr
2047,m,5.0,service,"Çok iyi bir yer, mükemmel tavsiye ederim, selamlar.",2017-03-18,87792,cok iyi bir yer mukemmel tavsiye ederim selamlar
2051,f,5.0,service,35mm negatifleri veriyoruz memnunuz.,2017-12-11,115948,mm negatifleri veriyoruz memnunuz
2068,m,5.0,service,Çok harika nostaljik biryer,2017-10-12,91529,cok harika nostaljik biryer
2079,f,1.0,price,Rütuşsuz 6 vesikalık resme 25₺ isteyen profesyonel fotoğraf stüdyosudur kendileri. ,2017-08-03,47186,rutussuz vesikalk resme isteyen profesyonel fotograf studyosudur kendileri
2083,m,5.0,service,Kibar ve çok ilgili bir esnaf .,2017-06-26,22946,kibar cok ilgili bir esnaf
2085,f,2.0,engagement,"Dış çekim beklediğimizden uzun sürdü trafik de vardı, kuaföre geç kaldık",2017-03-08,80605,d cekim bekledigimizden uzun surdu trafik vard kuafore gec kaldk
2097,m,5.0,self-taken,Amatör fotoğraflarımı tab ettirdim. Kısa zamanda basıp verdiler tavsiye ederim,2017-01-31,99425,amator fotograflarm tab ettirdim ksa zamanda basp verdiler tavsiye ederim
2121,f,5.0,engagement,"Sonuç; Elimize albümümüzü her aldığımızda o günün heyecanını ve güzelliğini tekrar tekrar yaşıyoruz. Fotoğraflar birbirinden harika, zaten iki arkadaşım da benden sonra sizinle çalıştı. Komisyon mu istesem acaba:)",2017-10-04,57219,sonuc elimize albumumuzu aldgmzda gunun heyecann guzelligini tekrar tekrar yasyoruz fotograflar birbirinden harika zaten iki arkadasm benden sonra sizinle calst komisyon istesem
2130,f,3.0,service,Hizmet verilen fiyata göre daha düşük,2017-07-19,58474,hizmet verilen fiyata gore dusuk
2142,m,5.0,service,Güzel fotoğrafınız olsun istiyorsanız,2017-10-30,95014,guzel fotografnz olsun istiyorsanz
2144,m,5.0,wedding,Güler yüzlü ilgili bir fotoğrafçı. Teşekkür ederiz.,2017-04-16,81883,guler yuzlu ilgili bir fotografc tesekkur ederiz
2147,f,1.0,wedding,"Düğünümüz İçin Geldik Ve Dış Çekim Panoramik Albüm İçin Anlaştık. Düğün Günü Çekimler Yapıldı. Düğünden Sonra Gidip Fotoğrafları Seçtiğimizde Pek Beğenmedik. Ama Sonuçta Eşinizle Siz Varsınız Ne Kadar Kötü Olabilir Diye Satıcının Dediği Sayıda Fotoğraf Seçtik. Albüm Şablonu Hazırlandığında Basılmadan Önce Bize Gösterilip Onay Alınacağı Söylendi, Ayrıca Fotoğraflar Mail İle Bize Bildirilecekti. Hiçbiri Yapılmadı. Bizi Arayıp ""albümünüz Hazır Gelip Alabilirsiniz"" Dediler. Şaşırmıştık Gidip Albümü Aldığımızda İse Şok Olduk.! Bizim Seçtiğimizi Fotoğrafların Bazılarını Çıkarmış, Seçmediğimiz Bazı Fotoğrafları Eklemişti Albüme. Bunu Sorduğumuzda İlk Önce ""siz Seçtiniz"" Dedi, Daha Sonra ""biz Herkese Tek Tek Albümü Mü Göstereceğiz"" Dedi. Git Gide Terbiyesizleşil di. Gerçekten Şoktaydık. Siz Ne Seçtiyseniz Onu Bastık Diyip Dükkandan Çıkıp Gitti. Yerine Kalan Eleman Biraz Arayı Yumuşatmaya Çalışsa Da Mağduriyetimiz Giderilmedi. Zaten Giderilemez Ve O Çekimlerle Bir Panoramik Albüm Yapılamaz, Daha Sonra Bir Çok Fotoğrafçıya Gittik Sorduk. Oysa Necat Fotoğrafçılığa İlk Gittiğimizde Bize Örnek Diye Gösterilen Panoramik Albümler Çok Güzeldi. Bunu Yeni Evlenecekler Mağdur Olmasın Diye Paylaşmak İstedik. Hep Paranıza Yazık Ama En Önemlisi O Günü Bir Daha Geri Getiremiyorsunuz...",2017-01-15,72545,dugunumuz icin geldik d cekim panoramik album icin anlastk dugun gunu cekimler yapld dugunden sonra gidip fotograflar sectigimizde pek begenmedik sonucta esinizle varsnz kadar kotu olabilir satcnn dedigi sayda fotograf sectik album sablonu hazrlandgnda baslmadan once bize gosterilip onay alnacag soylendi ayrca fotograflar mail bize bildirilecekti hicbiri yaplmad bizi arayp `` albumunuz hazr gelip alabilirsiniz dediler sasrmstk gidip albumu aldgmzda sok olduk bizim sectigimizi fotograflarn bazlarn ckarms secmedigimiz baz fotograflar eklemisti albume bunu sordugumuzda ilk once `` sectiniz dedi sonra `` herkese tek tek albumu gosterecegiz dedi git gide terbiyesizlesil di gercekten soktaydk sectiyseniz onu bastk diyip dukkandan ckp gitti yerine kalan eleman biraz aray yumusatmaya calssa magduriyetimiz giderilmedi zaten giderilemez cekimlerle bir panoramik album yaplamaz sonra bir cok fotografcya gittik sorduk oysa necat fotografclga ilk gittigimizde bize ornek gosterilen panoramik albumler cok guzeldi bunu yeni evlenecekler magdur olmasn paylasmak istedik paranza yazk onemlisi gunu bir geri getiremiyorsunuz
2149,m,5.0,service,Gayet iyi ve seriler.,2017-05-03,114919,gayet iyi seriler
2154,m,5.0,service,Kaliteli hizmet anlayışı ile işiniz yapılır.,2017-12-17,51034,kaliteli hizmet anlays isiniz yaplr
2169,m,5.0,service,Bu güne kadar gittiğim en iyi foto fotoğrafçı kaliteli ve düzgün bir yer,2017-08-30,48418,gune kadar gittigim iyi foto fotografc kaliteli duzgun bir yer
2174,m,5.0,service,Kaliteli fotoğrafin tek adresi ,2017-08-24,53924,kaliteli fotografin tek adresi
2186,m,5.0,service,Eski şipşak makine dediğimiz polaroid makinalarının filmlerini bulabileceğiniz bir yer.,2017-06-14,90714,eski sipsak makine dedigimiz polaroid makinalarnn filmlerini bulabileceginiz bir yer
2200,m,5.0,service,Işini seven benimseyen bir firma,2017-08-15,110764,isini seven benimseyen bir firma
2202,m,5.0,outdoors,Fotoğraf çekimleri harika 👍,2017-11-17,53005,fotograf cekimleri harika
2210,f,3.0,service,Iyinin bir tık alti Normal,2017-10-23,68044,iyinin bir tk alti normal
2215,m,5.0,service,anlaştık ve fotoğraf çekimini gerçekleştirdik. bu işi gerçekten severek yapan sıcak kanlı ve misafirperver insanlar. İnsan işini severek yapınca da ortaya mükemmel çalışmalar çıkıyor. Kendilerine buradan tekrar teşekkür ederiz. Sizinle çalışmak çok keyifliydi. Çok da memnun kaldık. Herkese tavsiye ederim.,2017-10-29,56589,anlastk fotograf cekimini gerceklestirdik isi gercekten severek yapan scak kanl misafirperver insanlar insan isini severek yapnca ortaya mukemmel calsmalar ckyor kendilerine buradan tekrar tesekkur ederiz sizinle calsmak cok keyifliydi cok memnun kaldk herkese tavsiye ederim
2220,m,5.0,service,Ulaşımı kolay konumu ve ütopik olmayan fiyatlarıyla gerek düğün fotoğrafları gibi özel günleri hatırlamak maksadıyla gerekse vesikalık gibi günlük ihtiyacınızı karşılamak amacıyla rahatlıkla tercih edebileceğiniz bir yer.,2017-08-27,115974,ulasm kolay konumu utopik olmayan fiyatlaryla gerek dugun fotograflar ozel gunleri hatrlamak maksadyla gerekse vesikalk gunluk ihtiyacnz karslamak amacyla rahatlkla tercih edebileceginiz bir yer
2228,f,5.0,service,Profosyonel ve son derece mütevazi calisanlariyla herkese tavsiye edeceğim bir stüdyo,2017-08-22,55014,profosyonel son derece mutevazi calisanlariyla herkese tavsiye edecegim bir studyo
2237,f,5.0,service,Kaliteli ve nezih bir ortam,2017-05-23,23786,kaliteli nezih bir ortam
2247,f,5.0,service,Kaliteli ve Uzman Kadrosu ile hizmet veriyor.,2017-09-23,48419,kaliteli uzman kadrosu hizmet veriyor
2257,m,5.0,service,Nesiller değişti yıllar geçti ama kalite hala çok iyi,2017-08-18,80111,nesiller degisti yllar gecti kalite hala cok iyi
2260,f,1.0,price,pahali,2017-12-18,50431,pahali
2286,f,4.0,service,"Kaliteli ve güzel resim, ancak biraz pahalı",2017-06-06,118869,kaliteli guzel resim ancak biraz pahal
2313,f,1.0,service,Profesyonel çekim fotoğrafı cıktı aldığımda sarı tonlarda verdi. Neden diye sorduğumda amatör çekim dedi.,2017-06-20,117830,profesyonel cekim fotograf ckt aldgmda sar tonlarda verdi sordugumda amator cekim dedi
2336,f,1.0,price,Burada çektirilen fotoğrafların çoğaltılması için 4 adet 13x18cm fotoğrafa 60 TL para alıyorlar. Aynı hizmeti aynı lokasyondaki başka bir yer tam yarı fiyatına yapmaktadır. İnsanları müşteri memnuniyetini önemsemeyen bu firmadan asla hizmet alınmamasını öneriyorum. Konuyla ilgili şikayetimi bildirdiğimde ise fiyat politikalarının bu şekilde olduğunu belirterek gayet pişkin şekilde cevap alıyorsunuz.,2017-01-14,60340,burada cektirilen fotograflarn cogaltlmas icin adet xcm fotografa tl para alyorlar ayn hizmeti ayn lokasyondaki baska bir yer tam yar fiyatna yapmaktadr insanlar musteri memnuniyetini onemsemeyen firmadan asla hizmet alnmamasn oneriyorum konuyla ilgili sikayetimi bildirdigimde fiyat politikalarnn sekilde oldugunu belirterek gayet piskin sekilde cevap alyorsunuz
2338,f,1.0,service,inanılmaz ilgisiz ve kötü bir hizmet ile karşılaştım. Biyometrik fotoğrafım berbat ötesi. Çünkü fotoğrafı inanılmaz özensiz çekti saçlarım alnımda falan düzeltmeme bile fırsat vermedi profesyonel fotoğrafçısınız sizin uyarmanız düzelttirmeniz lazım şak şak çekip göstermedi bile ben şok oldum. O kadar şaşırdım ki nasıl fotoğraf aldım bilmiyorum. Dijital halini mail atacaklardı eve geldim mail atmışlar ama başka bir kişiyi hem de erkek yani kız olup karıştırmışlar diyebilirdim ama yok yani o kadar özensizler ki. İnanılmaz pişmanım. Verdiğim paraya ve gördüğüm özensizliğe sinirlerim çok bozuldu.,2017-10-10,70463,inanlmaz ilgisiz kotu bir hizmet karslastm biyometrik fotografm berbat otesi cunku fotograf inanlmaz ozensiz cekti saclarm alnmda falan duzeltmeme bile frsat vermedi profesyonel fotografcsnz sizin uyarmanz duzelttirmeniz lazm sak sak cekip gostermedi bile ben sok oldum kadar sasrdm nasl fotograf aldm bilmiyorum dijital halini mail atacaklard eve geldim mail atmslar baska bir kisiyi erkek kz olup karstrmslar diyebilirdim yok kadar ozensizler inanlmaz pismanm verdigim paraya gordugum ozensizlige sinirlerim cok bozuldu
2360,m,5.0,studio,İşini bilen birilerini ariyorsaniz tam yerindesiniz demektir. Piyasaya gore fiuat kinusunda bir tik pahali gözüksede cekimlerin sonun da elde edilen ürünlere baktiginizda bu bur tik lik farki görmezden gelebiliyorsunuz. Dis cekimlerini bilmem ama kendi studyolarindaki cekimleri harika ben cocugumun cekimlerindr tanistim ve memnum kaldim,2017-11-06,43251,isini bilen birilerini ariyorsaniz tam yerindesiniz demektir piyasaya gore fiuat kinusunda bir tik pahali gozuksede cekimlerin sonun elde edilen urunlere baktiginizda bur tik lik farki gormezden gelebiliyorsunuz dis cekimlerini bilmem kendi studyolarindaki cekimleri harika ben cocugumun cekimlerindr tanistim memnum kaldim
2364,m,5.0,service,Bu kadar kaliteli beklemiyorduk. Teşekkür ederim. Emeğinize sağlık. :),2017-07-23,22638,kadar kaliteli beklemiyorduk tesekkur ederim emeginize saglk
2373,f,5.0,service,Fotografcilikta efsanedir. Yillarin tecrubesi...,2017-06-26,85727,fotografcilikta efsanedir yillarin tecrubesi
2375,f,5.0,service,"Profesyonel bir ekibiniz var çok ilgilendiler, yetkilileri kutlarım. Çekimlere bayıldım çok teşekkür ederim.",2017-05-29,89460,profesyonel bir ekibiniz var cok ilgilendiler yetkilileri kutlarm cekimlere bayldm cok tesekkur ederim
2376,m,1.0,service,Bastan savma is yapiyolar cok yazik verilen paralara harcanan zamana. Talep cok oldugu icin musteri memnuniyeti umurlarinda degil verdikleri cevapta cok yogunuz.,2017-10-16,88793,bastan savma is yapiyolar cok yazik verilen paralara harcanan zamana talep cok oldugu icin musteri memnuniyeti umurlarinda degil verdikleri cevapta cok yogunuz
2378,f,1.0,service,Hiç proflukla alakaları yok.Resimler berbat.,2017-06-20,76879,hic proflukla alakalar yok resimler berbat
2381,f,5.0,service,"Köklü esnaflardan, yıllardır tanırım, çok dürüsttür.",2017-02-02,90617,koklu esnaflardan yllardr tanrm cok durusttur
2401,f,5.0,service,"İlk kez çektirdiğim vesikalıktan memnun kaldım, ilgi alaka ve samimiyet için teşekkürler...",2017-04-11,51929,ilk cektirdigim vesikalktan memnun kaldm ilgi alaka samimiyet icin tesekkurler
2402,f,1.0,service,Buradan hizmet almak isteyenlerin bir kez daha düşünmelerini ve asla kapısından içeri girmemlerini tavsiye ederim.,2017-01-15,106794,buradan hizmet almak isteyenlerin bir dusunmelerini asla kapsndan iceri girmemlerini tavsiye ederim
2403,f,1.0,service,Okıl yıllığı için çekşm yapıldı arada 50 poz daha çekip her pozu 30 tl den ayrıca sattılar almasan çocuk üzülecek alsan bütçe sarsılıyor en almam diyen 300 tl vermek zorunda kaldı ayrıca pozlar çok da amatörce verdirilmiş tekrar pozlardı lüzumsuz masrafa tüketim ekonomisinin kurbanı olduk,2017-05-24,46797,okl yllg icin ceksm yapld arada poz cekip pozu tl den ayrca sattlar almasan cocuk uzulecek alsan butce sarslyor almam diyen tl vermek zorunda kald ayrca pozlar cok amatorce verdirilmis tekrar pozlard luzumsuz masrafa tuketim ekonomisinin kurban olduk
